NewDiskID,median
3300,56501.68421052631
3301,61342.083333333336
3302,58967.74285714285
3303,69047.96428571429
3305,54271.09523809524
3306,68622.4
3307,62183.333333333336
3308,68224.25
3310,51313.42857142857
3311,47562.0
3312,100742.0
3313,49411.0
3314,26340.0
3315,51163.0
3320,64286.0
3321,41414.0
3322,67998.5
3324,73750.0
3325,33260.29508196721
3326,83263.125
3336,56280.0
3343,88578.5625
3345,53944.142857142855
3346,48169.884057971016
3347,50853.12903225807
3348,59631.887323943665
3349,55209.15151515151
3350,53609.666666666664
3351,81820.75
3353,75178.6
3355,79978.66666666667
3357,28342.704225352114
3359,55220.0
3360,16250.0
3362,61556.0
3364,64717.0
3365,49187.8
3366,60998.25
3367,86187.0
3368,75170.0
3369,72177.33333333333
3371,66620.1
3372,34771.0
3374,92926.07194244604
3375,42341.666666666664
3377,63147.0
3378,43142.78571428572
3379,51276.968253968254
3380,56217.57692307692
3381,54330.47619047619
3387,81516.54545454546
3388,69578.125
3389,47163.666666666664
3391,51631.5
3393,83736.0
3398,62174.73333333333
3401,71318.0
3404,61185.11111111111
3406,58780.857142857145
3407,39500.0
3409,58965.0
3410,48529.31428571429
3411,47660.5
3412,50986.666666666664
3413,51672.5
3415,53220.145454545454
3416,54248.75
3417,54350.78947368421
3419,53803.5
3421,79627.0
3422,70536.0
3425,65772.0
3426,75529.0
3427,70005.23404255319
3429,59598.75
3430,59068.61363636364
3431,53296.0
3433,50850.4
3435,59890.166666666664
3437,49574.75
3439,64169.0
3443,67360.1
3444,77748.66666666667
3446,59186.36170212766
3447,54700.35164835165
3448,56276.454545454544
3449,49182.794871794875
3451,58214.0
3453,57961.32307692308
3454,30814.021739130436
3455,67507.5
3457,70142.81818181818
3458,70787.2
3459,56125.42857142857
3461,74986.85714285714
3462,66297.8
3463,55587.705882352944
3464,54783.846153846156
3465,41267.0
3466,43272.36363636364
3467,143554.0
3468,65277.333333333336
3469,54665.0
3470,59168.666666666664
3471,107172.4
3472,55998.333333333336
3473,62404.0
3474,53538.555555555555
3475,65214.0
3476,58035.28571428572
3477,45226.0
3478,69318.21052631579
3479,45216.6
3482,52518.142857142855
3484,75757.33333333333
3489,62412.8
3491,56709.13333333333
3493,52154.0
3496,108858.28571428571
3497,71297.72514619883
3498,77003.0
3499,51011.333333333336
3500,30582.78947368421
3501,56528.91379310345
3503,16667.0
3505,17690.0
3509,73113.28571428571
3510,85863.0
3511,31664.25
3512,58986.791666666664
3513,33506.0
3514,29132.0
3516,48859.142857142855
3518,64907.380952380954
3524,49678.0
3525,68661.76923076923
3527,56095.5625
3528,56192.34782608696
3530,56480.0
3531,58805.0
3537,67710.6
3538,52096.142857142855
3539,45596.166666666664
3540,33819.2
3542,70153.0
3544,54801.5
3546,80439.38235294117
3547,74273.66666666667
3549,59119.230769230766
3550,69538.65555555555
3554,56612.36363636364
3555,61048.2
3556,61212.81481481482
3557,59730.0
3558,69484.43225806451
3560,63976.166666666664
3561,78124.58974358975
3562,75000.0
3563,71541.5
3564,64852.153846153844
3565,70027.0
3567,59750.125
3569,55246.333333333336
3570,51951.75
3571,52918.0
3572,50842.5
3573,62818.1
3574,68705.0
3575,60613.833333333336
3577,66899.66666666667
3578,52266.6
3579,57133.0
3580,64743.75
3582,57692.95238095238
3584,66535.42857142857
3586,75372.5294117647
3587,70110.44444444444
3588,63557.96296296296
3589,75827.0
3590,48586.0
3591,51143.218181818185
3592,54338.63265306123
3593,53082.4
3594,65067.555555555555
3595,67105.02702702703
3596,63915.0
3597,67604.59090909091
3598,65769.0
3599,59495.23809523809
3600,64525.666666666664
3601,100320.29411764706
3602,109400.0
3603,88244.33333333333
3604,80772.44444444444
3605,81364.27777777778
3606,66677.0
3608,68416.16666666667
3609,74806.33333333333
3610,89429.33333333333
3611,33873.857142857145
3612,61376.357142857145
3613,52795.13953488372
3614,56921.82608695652
3615,38190.0
3616,43643.65217391304
3617,89024.5
3619,50968.666666666664
3620,58114.42857142857
3621,64278.5
3622,53445.84375
3623,38062.48148148148
3624,43582.6129032258
3626,71945.3
3627,53145.2
3628,80372.86666666667
3629,30809.0
3630,60092.666666666664
3631,83334.0
3633,62948.333333333336
3636,64656.0
3642,53002.211267605635
3645,57394.0
3647,28463.1
3649,29038.63157894737
3650,54018.666666666664
3651,71096.66666666667
3652,78177.46153846153
3654,115637.0
3655,60892.0
3656,49162.75
3659,46756.0
3661,60622.0
3662,36045.09090909091
3665,57154.2
3669,60872.0
3671,60000.0
3672,67065.0
3674,70712.78571428571
3675,82073.18181818182
3676,100636.66666666667
3678,68534.28571428571
3679,61233.954545454544
3680,59787.75
3681,69311.0
3686,51839.362318840576
3687,53355.38271604938
3688,62569.555555555555
3690,96931.5
3691,64899.4
3692,51941.0
3693,70984.67857142857
3694,69702.75
3695,60560.0
3696,65943.11764705883
3697,44818.833333333336
3699,68456.44444444444
3700,62879.0
3701,48334.0
3702,60784.5
3703,64123.0
3705,61581.0
3706,73966.8
3707,62777.2
3708,63337.791666666664
3709,65287.66216216216
3710,54706.125
3711,63344.179487179485
3712,40203.1
3713,56261.333333333336
3714,52728.0
3715,53407.5
3716,86817.6
3717,74398.33333333333
3718,79122.09523809524
3719,73812.66666666667
3720,61182.74193548387
3721,65000.0
3722,63591.5
3723,50275.583333333336
3724,66365.96153846153
3725,71201.0
3726,80189.0
3727,53270.818181818184
3728,40476.730769230766
3729,42122.333333333336
3730,64530.5
3731,36463.61111111111
3732,53968.71428571428
3733,51963.0
3734,99849.0
3737,28573.666666666668
3738,79285.5
3739,54480.153846153844
3741,69151.52631578948
3742,59806.444444444445
3743,70914.0
3744,67259.4
3745,61268.11111111111
3747,69480.14285714286
3751,53704.0
3753,86370.0
3755,79566.5
3757,50488.0
3758,58158.86363636364
3759,53692.94736842105
3760,54772.08823529412
3761,36555.0
3765,106726.5
3766,48452.42857142857
3768,67383.4
3769,19630.305555555555
3770,32085.42105263158
3771,78643.14285714286
3773,49407.5
3774,77480.12244897959
3776,52727.555555555555
3777,35738.0
3780,104116.75
3781,64129.24
3782,91360.33333333333
3787,48606.0
3790,85550.5
3791,85808.18181818182
3792,82255.0
3794,74257.5
3795,50824.875
3796,47186.0
3798,63766.0
3799,94600.25
3801,50384.981132075474
3803,59421.0
3804,57411.0
3805,58820.58823529412
3806,65131.8
3807,52145.6
3809,67106.0
3813,72785.1875
3815,75463.85
3816,59010.0
3817,48842.0
3819,48909.0
3820,52064.0
3821,51268.833333333336
3824,47778.5
3825,54623.0
3826,54969.05263157895
3827,55877.391304347824
3831,75830.11111111111
3832,62279.5
3833,68042.33333333333
3834,59045.857142857145
3835,62389.46153846154
3837,65978.0
3838,64441.57142857143
3839,88030.8870967742
3840,83242.76086956522
3841,62215.03636363636
3842,60475.95620437956
3843,63185.48275862069
3844,71300.375
3845,52958.7
3846,50000.40625
3847,56780.05882352941
3848,66084.45238095238
3849,56773.0
3851,85795.02777777778
3853,92192.67567567568
3854,84146.0
3855,81061.02127659574
3856,66779.40909090909
3858,66991.4
3860,67359.0
3861,56603.08823529412
3862,51046.26470588235
3864,56536.125
3865,62261.94117647059
3867,44912.333333333336
3868,73551.19047619047
3869,54320.666666666664
3870,66119.4
3871,62315.458333333336
3872,81024.06493506493
3873,57092.71428571428
3874,62621.22222222222
3876,36109.333333333336
3878,39887.02564102564
3879,34483.0
3880,76708.66019417475
3881,55618.0
3882,62085.12080536913
3883,95644.5
3884,73524.04395604396
3885,47793.71875
3886,49311.54081632653
3889,42669.52631578947
3891,63746.25
3892,84858.04347826086
3893,64897.75
3894,70398.0
3895,91525.0
3896,80214.0
3898,79224.43181818182
3899,88418.0
3900,105853.0
3902,46747.67857142857
3903,56128.545454545456
3904,56125.25
3905,55331.71428571428
3906,52456.68
3907,53094.12195121951
3908,39024.6
3909,61665.57142857143
3911,20336.5
3913,46881.5
3914,65055.0
3915,19983.85714285714
3916,15564.4
3917,54175.666666666664
3918,74340.35714285714
3921,67240.5
3923,66552.4
3924,66112.0
3925,58927.0
3926,79038.0
3927,85145.16666666667
3928,31674.81818181818
3929,40456.333333333336
3931,58965.875
3934,37837.5625
3935,37556.929824561405
3936,96990.57142857143
3938,60740.9
3939,88010.0
3940,40043.878787878784
3941,31491.82119205298
3942,104075.5
3943,64104.5
3947,90571.66666666667
3949,47418.63157894737
3950,60000.666666666664
3951,38462.0
3954,29326.590909090908
3955,39684.9
3956,32261.4
3957,75325.0
3959,48651.875
3960,50961.454545454544
3964,55000.0
3968,56678.6
3970,36617.17391304348
3971,51135.0
3973,44920.45161290323
3974,39050.717391304344
3976,40360.5
3977,45442.77777777778
3979,39114.294117647056
3980,39898.78571428572
3982,77883.47619047618
3983,57089.83783783784
3984,57546.282051282054
3986,46945.0
3988,48690.0
3989,55526.2
3990,55978.0
3991,63590.88888888889
3992,53576.666666666664
3994,47162.0
3995,60401.25
3996,58958.4
3997,52161.71428571428
3999,49400.333333333336
4000,62302.05263157895
4001,75459.0
4002,63446.0
4003,53522.5
4004,57735.2
4005,62088.71428571428
4006,61271.57692307692
4007,57085.791666666664
4008,51588.38461538462
4009,73642.72727272728
4010,105378.57142857143
4011,58720.63636363636
4012,61129.625
4013,62398.81914893617
4014,57712.692307692305
4015,61579.71428571428
4016,70496.0
4017,59331.25
4018,55393.818181818184
4019,55617.93220338983
4021,59911.333333333336
4022,63082.944444444445
4023,69683.69554455446
4024,61814.60693641619
4025,91758.73885350318
4026,54690.97297297297
4027,45355.70531400966
4029,37222.81081081081
4030,64104.5
4031,88805.92592592593
4032,56339.0
4033,66742.8
4034,65721.22727272728
4035,57106.28
4036,50720.769230769234
4037,81522.0
4038,66493.22222222222
4039,63998.117647058825
4040,74829.5
4041,57334.48148148148
4042,53625.394230769234
4043,63800.555555555555
4044,42720.666666666664
4045,43113.857142857145
4046,44547.142857142855
4049,61112.666666666664
4051,47695.4
4052,76045.66666666667
4053,52883.0
4054,50408.442307692305
4055,59968.0
4057,45536.0
4058,50903.5
4059,29921.125
4060,70859.72881355933
4061,42278.166666666664
4062,31511.5
4063,52420.39361702128
4064,60014.95384615385
4065,54634.041666666664
4066,101203.53333333334
4068,38911.0
4069,37342.0
4070,51206.880952380954
4071,64952.15789473684
4072,42908.181818181816
4074,39782.583333333336
4075,53764.0
4076,60577.0
4077,27171.115384615383
4078,53423.0
4080,51719.0
4081,51002.88888888889
4082,66060.5
4083,67709.8
4084,71395.95555555556
4085,51273.41379310345
4086,52811.0
4087,65227.0
4088,61343.5
4089,63706.8
4090,51471.0
4091,102135.93333333333
4092,56393.739130434784
4093,54934.0
4095,53586.0
4096,51459.22727272727
4098,76204.33333333333
4099,56520.71428571428
4100,56501.68421052631
4102,93475.0
4103,63654.333333333336
4107,54603.0
4109,64145.166666666664
4112,80189.0
4117,18030.4
4118,39315.333333333336
4119,60761.0
4123,47263.0
4124,54399.5
4125,66153.18181818182
4126,36163.0
4127,40594.8
4128,66380.0
4129,55093.72727272727
4130,54092.555555555555
4132,54235.49230769231
4133,54043.0
4134,75585.0
4135,57426.0
4136,68968.0
4137,40025.0
4139,84858.04347826086
4140,59215.0
4141,79139.8
4142,36735.0
4146,70252.28571428571
4149,33197.0
4150,29094.666666666668
4151,45303.375
4152,78868.66666666667
4153,60966.045454545456
4154,25019.5
4155,20174.9
4156,30908.333333333332
4157,29630.28125
4158,22253.88888888889
4159,27542.470588235294
4161,20058.666666666668
4163,55702.857142857145
4165,38392.666666666664
4167,56032.666666666664
4168,55200.0
4169,71561.84615384616
4171,27566.222222222223
4172,32612.2
4175,26966.485294117647
4176,25766.0
4177,28303.566666666666
4178,85860.62068965517
4179,59647.6
4180,33081.77777777778
4181,78498.38157894737
4182,71417.0
4183,48282.8
4184,40659.83870967742
4185,50067.11475409836
4186,73681.0
4187,57759.42857142857
4188,41877.0
4189,83581.13333333333
4190,34860.42857142857
4191,36887.60784313725
4192,49405.0
